DATA_YEAR,STATE_ABBR,POPULATION_GROUP_DESC,TIME_0001_0600_CNT,TIME_0601_1200_CNT,TIME_1201_1800_CNT,TIME_1801_0000_CNT,FIREARM_INJURY_CNT,FIREARM_NO_INJURY_CNT,KNIFE_INJURY_CNT,KNIFE_NO_INJURY_CNT,HANDS_FISTS_FEET_INJURY_CNT,HANDS_FISTS_FEET_NO_INJURY_CNT,OTHER_INJURY_CNT,OTHER_NO_INJURY_CNT,LEOKA_FELONY_KILLED,LEOKA_ACCIDENT_KILLED,TOTAL_ASSAULTED
2018,KY,"Non-MSA counties from 25,000 thru 99,999",1,1,2,3,0,1,0,0,0,4,1,1,0,0,7
2018,TN,"Cities from 2,500 thru 9,999",0,0,0,4,0,0,0,0,0,1,0,3,0,0,4
2018,VA,"Cities from 2,500 thru 9,999",1,1,5,1,0,0,0,0,2,6,0,0,0,0,8
2018,VA,"MSA counties from 10,000 thru 24,999",2,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2018,FL,"Cities from 10,000 thru 24,999",1,0,0,3,0,0,0,0,0,2,0,2,0,0,4
2018,OK,"Cities from 2,500 thru 9,999",0,0,1,3,0,0,0,0,0,4,0,0,0,0,4
2018,VA,"Cities from 10,000 thru 24,999",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,IN,"Cities under 2,500",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,FL,"Non-MSA counties from 25,000 thru 99,999",0,2,8,6,0,1,0,0,0,10,0,5,0,0,16
2018,MO,"Non-MSA counties under 10,000",0,0,2,0,0,0,0,0,0,0,0,2,0,0,2
2018,WV,"MSA counties from 25,000 thru 99,999",3,0,0,1,0,0,0,0,0,1,0,3,0,0,4
2018,OK,"Cities under 2,500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,WA,"Cities from 25,000 thru 49,999",0,1,3,2,0,1,0,0,1,0,1,3,0,0,6
2018,NV,"Cities under 2,500",0,0,2,5,0,0,0,1,0,5,0,1,0,0,7
2018,WA,"Cities under 2,500",0,1,1,0,0,0,0,0,2,0,0,0,0,0,2
2018,MA,"Cities from 50,000 thru 99,999",10,10,14,11,0,0,0,1,19,17,5,3,0,0,45
2018,WA,"Cities from 2,500 thru 9,999",1,1,1,0,0,0,0,0,2,1,0,0,0,0,3
2018,KY,"Cities under 2,500",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2018,WI,"Cities from 50,000 thru 99,999",8,1,6,6,0,2,0,0,7,5,0,7,0,0,21
2018,KY,"Cities from 10,000 thru 24,999",7,5,3,4,0,0,0,0,14,4,0,1,0,0,19
2018,VA,"Cities from 10,000 thru 24,999",0,0,0,3,0,0,0,0,0,2,0,1,0,0,3
2018,NC,"Cities under 2,500",0,1,1,1,0,0,0,0,0,3,0,0,0,0,3
2018,TX,"Cities under 2,500",0,0,1,2,0,0,0,0,1,2,0,0,0,0,3
2018,PA,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,NM,"Cities under 2,500",4,0,3,14,0,0,0,4,2,11,1,3,0,0,21
2018,MN,"MSA counties from 25,000 thru 99,999",0,1,0,1,0,0,0,0,2,0,0,0,0,0,2
2018,CA,"Cities from 50,000 thru 99,999",1,0,7,5,1,2,0,0,5,5,0,0,1,0,13
2018,CA,"Cities from 10,000 thru 24,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,MA,"Cities from 25,000 thru 49,999",0,0,4,1,0,0,0,0,2,3,0,0,0,0,5
2018,NC,"MSA counties from 25,000 thru 99,999",0,1,2,0,0,0,0,0,1,2,0,0,0,0,3
2018,TX,"Cities under 2,500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,ND,"Non-MSA counties under 10,000",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,WV,"Cities from 2,500 thru 9,999",0,0,1,1,0,0,0,0,0,2,0,0,0,0,2
2018,SD,"Cities from 50,000 thru 99,999",17,10,10,26,0,1,1,5,22,31,1,2,0,0,63
2018,NJ,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,MT,"Non-MSA counties from 25,000 thru 99,999",6,1,1,4,0,0,0,0,2,8,1,1,0,0,12
2018,KY,"Cities under 2,500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,WV,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,WY,"Cities from 2,500 thru 9,999",1,1,0,7,2,2,0,0,0,5,0,0,0,0,9
2018,NH,"Cities from 10,000 thru 24,999",1,1,0,3,0,0,0,0,2,3,0,0,0,0,5
2018,MO,"Cities from 10,000 thru 24,999",0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
2018,MA,"Cities from 10,000 thru 24,999",0,0,0,2,0,0,0,0,0,0,0,2,0,0,2
2018,PA,"Cities from 50,000 thru 99,999",12,1,11,5,0,5,0,0,8,15,0,1,0,0,29
2018,VA,"Cities under 2,500",0,0,1,2,0,0,0,0,0,3,0,0,0,0,3
2018,TX,"Non-MSA counties under 10,000",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2018,TN,"Cities from 10,000 thru 24,999",3,1,1,5,0,1,0,2,0,1,2,4,0,0,10
2018,TN,"Cities under 2,500",0,0,1,2,0,0,0,0,1,2,0,0,0,0,3
2018,MN,"Cities from 10,000 thru 24,999",9,0,1,10,0,0,1,1,10,8,0,0,0,0,20
2018,CA,"Cities from 50,000 thru 99,999",11,13,10,17,0,0,0,0,10,22,2,17,0,0,51
2018,FL,"Cities under 2,500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,CA,"Cities from 50,000 thru 99,999",2,1,6,2,0,0,0,0,4,1,1,5,0,0,11
2018,OR,"Cities from 25,000 thru 49,999",0,0,1,4,0,0,0,0,4,0,1,0,0,0,5
2018,WA,"Cities from 50,000 thru 99,999",3,1,6,5,0,0,0,0,6,7,2,0,0,0,15
2018,MI,"Cities under 2,500",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018,MA,"Cities from 10,000 thru 24,999",1,0,0,1,0,0,0,0,0,2,0,0,0,0,2
2018,NC,"Cities from 10,000 thru 24,999",0,0,3,5,0,0,0,0,0,8,0,0,0,0,8
2018,NV,"Cities from 250,000 thru 499,999",11,6,22,16,0,0,0,0,11,26,2,16,0,0,55
2018,WA,"Cities from 100,000 thru 249,999",1,5,0,1,0,0,0,0,0,4,3,0,0,0,7
2018,MA,"Cities from 50,000 thru 99,999",11,5,2,10,0,0,0,0,7,15,1,5,0,0,28
2018,TN,"Non-MSA counties from 10,000 thru 24,999",3,1,4,6,0,0,0,0,2,9,2,1,0,0,14
2018,WI,"Cities from 2,500 thru 9,999",3,2,0,1,0,2,0,0,2,1,1,0,0,0,6
2018,RI,"MSA counties under 10,000",0,1,2,1,0,0,0,0,1,1,0,2,0,0,4
2018,CA,"Cities from 100,000 thru 249,999",7,6,13,12,0,0,0,0,12,20,3,3,0,0,38
2018,WI,"Cities from 2,500 thru 9,999",0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
2018,TX,"Cities under 2,500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,VA,"Cities under 2,500",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018,MT,"Non-MSA counties under 10,000",0,0,0,2,0,0,0,0,0,0,1,1,0,0,2
2018,SC,"MSA counties 100,000 or over",18,14,10,21,0,3,0,0,12,43,2,3,0,0,63
2018,WA,"Cities from 50,000 thru 99,999",3,1,6,4,0,2,0,0,6,6,0,0,0,0,14
2018,WI,"Cities from 2,500 thru 9,999",1,0,0,2,0,0,0,0,2,1,0,0,0,0,3
2018,VA,"Cities from 2,500 thru 9,999",0,0,0,3,0,0,0,0,0,3,0,0,0,0,3
2018,CA,"Cities from 100,000 thru 249,999",1,2,4,7,0,0,0,0,2,8,1,3,0,0,14
2018,KY,"Cities from 25,000 thru 49,999",1,2,2,4,0,0,0,0,6,3,0,0,0,0,9
2018,MO,"Cities from 2,500 thru 9,999",0,0,0,3,0,0,0,0,0,3,0,0,0,0,3
2018,VA,"Cities from 100,000 thru 249,999",1,3,3,8,0,2,0,0,5,4,1,3,0,0,15
2018,NJ,"Cities from 10,000 thru 24,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,NJ,"Cities from 10,000 thru 24,999",0,1,1,0,0,0,0,0,0,2,0,0,0,0,2
2018,TN,"Cities under 2,500",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2018,NJ,"Cities from 25,000 thru 49,999",1,0,1,3,0,0,0,0,0,5,0,0,0,0,5
2018,PA,"Cities from 2,500 thru 9,999",1,0,2,0,0,0,0,0,1,2,0,0,0,0,3
2018,CO,"Cities from 2,500 thru 9,999",2,0,2,1,0,2,0,1,2,0,0,0,0,0,5
2018,OK,"Cities under 2,500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,NJ,"Cities from 10,000 thru 24,999",0,0,2,0,0,0,0,0,1,1,0,0,0,0,2
2018,NM,"Non-MSA counties from 25,000 thru 99,999",0,0,0,3,0,1,0,0,0,0,0,2,0,0,3
2018,CA,"Cities from 2,500 thru 9,999",0,2,0,0,0,0,0,0,0,2,0,0,0,0,2
2018,CO,"Non-MSA counties under 10,000",0,1,1,0,0,0,0,0,2,0,0,0,0,0,2
2018,WI,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,WA,"Cities under 2,500",0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
2018,NJ,"Cities from 10,000 thru 24,999",1,1,0,0,0,0,0,0,0,2,0,0,0,0,2
2018,WI,"Cities from 10,000 thru 24,999",3,0,2,0,0,0,0,0,0,5,0,0,0,0,5
2018,CA,"Cities from 25,000 thru 49,999",0,1,0,3,0,0,0,0,1,2,1,0,0,0,4
2018,UT,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018,MD,"Cities from 2,500 thru 9,999",0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
2018,AL,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,CA,"Cities from 250,000 thru 499,999",41,42,47,59,0,2,0,2,56,123,2,4,0,0,189
2018,CA,"MSA counties 100,000 or over",6,7,10,5,0,0,0,3,3,20,0,2,0,0,28
2018,MO,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2018,FL,"Cities from 25,000 thru 49,999",3,6,9,9,0,1,0,1,1,21,1,2,0,0,27
2018,TN,"MSA counties from 25,000 thru 99,999",3,0,3,3,0,0,0,0,2,3,1,3,0,0,9
2018,VA,"Cities from 100,000 thru 249,999",2,4,3,1,1,0,0,0,4,4,0,1,0,0,10
2018,VA,"MSA counties from 25,000 thru 99,999",2,2,7,10,0,0,0,0,4,15,1,1,0,0,21
2018,NC,"Cities under 2,500",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2018,SD,"Non-MSA counties under 10,000",0,4,0,0,0,0,0,0,3,1,0,0,0,0,4
2018,TN,"MSA counties from 25,000 thru 99,999",1,1,7,3,0,0,0,0,5,4,0,3,0,0,12
2018,TX,"MSA counties from 10,000 thru 24,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,NJ,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2018,MN,"Cities from 100,000 thru 249,999",8,1,4,9,0,0,0,0,12,7,0,3,0,0,22
2018,NH,"Cities from 25,000 thru 49,999",3,3,4,7,0,0,0,0,2,15,0,0,0,0,17
2018,MI,"Cities from 50,000 thru 99,999",0,0,4,0,0,0,0,0,2,2,0,0,0,0,4
2018,WI,"MSA counties from 25,000 thru 99,999",0,1,1,5,0,0,0,0,2,5,0,0,0,0,7
2018,SC,"Cities from 50,000 thru 99,999",2,0,2,9,0,0,0,0,6,5,1,1,0,0,13
2018,MO,"Cities under 2,500",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2018,NJ,"Cities from 25,000 thru 49,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2018,VA,"Non-MSA counties from 10,000 thru 24,999",0,0,2,1,0,0,0,0,0,1,1,1,0,0,3
2018,KY,"Non-MSA counties from 10,000 thru 24,999",1,0,0,1,0,0,0,0,0,2,0,0,0,0,2
2018,GA,"MSA counties from 25,000 thru 99,999",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2018,TX,"Cities from 2,500 thru 9,999",0,1,3,3,0,0,0,0,1,5,1,0,0,0,7
2018,IL,"Cities from 100,000 thru 249,999",29,6,22,28,0,1,0,0,31,44,1,8,0,0,85
2018,NC,"MSA counties from 25,000 thru 99,999",0,0,2,1,0,1,0,0,0,2,0,0,0,0,3
2018,VA,"MSA counties from 25,000 thru 99,999",0,1,4,6,0,0,0,0,8,3,0,0,0,0,11
2018,ME,"Cities from 2,500 thru 9,999",1,0,1,0,0,0,0,0,1,1,0,0,0,0,2
2018,FL,"Cities from 25,000 thru 49,999",0,0,2,3,0,1,0,0,1,3,0,0,0,0,5
2018,MA,"Cities from 2,500 thru 9,999",0,3,0,0,0,0,0,0,0,3,0,0,0,0,3
2018,TX,"Cities from 25,000 thru 49,999",7,4,8,5,0,2,0,0,5,17,0,0,0,0,24
2018,TX,"MSA counties from 10,000 thru 24,999",3,3,1,2,0,1,0,0,2,4,0,2,0,0,9
2018,TN,"Cities from 2,500 thru 9,999",1,0,1,0,0,0,0,0,1,1,0,0,0,0,2
2018,AR,"Cities from 50,000 thru 99,999",6,0,2,4,0,1,0,0,8,2,1,0,0,0,12
2018,OK,"MSA counties from 25,000 thru 99,999",3,1,2,3,0,1,0,0,0,7,0,1,0,0,9
2018,MO,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,TN,"Cities from 2,500 thru 9,999",1,0,1,2,0,0,0,0,2,1,0,1,0,0,4
2018,CA,"Cities from 25,000 thru 49,999",3,5,2,14,0,5,0,1,7,9,0,2,0,0,24
2018,MO,"Cities from 10,000 thru 24,999",0,1,6,1,0,0,0,0,0,6,0,2,0,0,8
2018,CA,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2018,TX,"Cities from 10,000 thru 24,999",0,2,0,5,0,0,0,0,0,5,0,2,0,0,7
2018,MT,"Non-MSA counties under 10,000",1,1,0,7,0,0,0,0,1,7,0,1,0,0,9
2018,UT,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,MI,"Non-MSA counties from 10,000 thru 24,999",0,0,0,2,0,0,0,0,0,2,0,0,0,0,2
2018,OR,"Cities from 10,000 thru 24,999",1,0,1,0,0,0,0,0,0,1,1,0,0,0,2
2018,NJ,"Cities from 10,000 thru 24,999",5,2,1,5,0,0,0,1,2,10,0,0,0,0,13
2018,CA,"Cities from 50,000 thru 99,999",0,0,4,2,0,0,0,0,2,3,0,1,0,0,6
2018,TX,"Cities from 25,000 thru 49,999",19,15,22,23,0,0,0,0,3,68,0,8,0,0,79
2018,MI,"Cities from 25,000 thru 49,999",1,2,2,6,0,0,0,0,3,8,0,0,0,0,11
2018,NM,"Cities from 25,000 thru 49,999",10,5,7,12,0,1,0,0,15,16,0,2,0,0,34
2018,NY,"Cities from 25,000 thru 49,999",0,0,1,1,0,0,0,0,2,0,0,0,0,0,2
2018,CO,"Non-MSA counties under 10,000",0,2,2,3,0,0,0,0,2,0,5,0,0,0,7
2018,MA,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,UT,"Cities from 25,000 thru 49,999",2,0,0,3,0,0,0,0,2,3,0,0,0,0,5
2018,MI,"Cities from 50,000 thru 99,999",5,0,0,8,0,0,0,0,3,6,3,1,0,0,13
2018,FL,"Cities from 25,000 thru 49,999",2,0,0,2,0,0,0,1,1,2,0,0,0,0,4
2018,TX,"Cities from 10,000 thru 24,999",4,1,4,2,0,0,0,0,2,8,0,1,0,0,11
2018,TX,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,TX,"MSA counties from 25,000 thru 99,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,WI,"Non-MSA counties from 10,000 thru 24,999",2,1,0,1,0,0,0,0,2,2,0,0,0,0,4
2018,KY,"Cities from 2,500 thru 9,999",1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
2018,KY,"Non-MSA counties from 10,000 thru 24,999",1,0,0,2,1,0,0,0,0,0,0,2,0,0,3
2018,KY,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2018,KY,"Cities from 2,500 thru 9,999",0,0,1,1,0,0,0,0,2,0,0,0,0,0,2
2018,LA,"Cities from 10,000 thru 24,999",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,NJ,"Cities under 2,500",4,1,1,2,0,0,0,0,5,3,0,0,0,0,8
2018,TN,"MSA counties from 25,000 thru 99,999",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2018,VT,"Non-MSA counties under 10,000",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,ME,"Cities from 10,000 thru 24,999",2,0,1,0,0,0,0,0,2,1,0,0,0,0,3
2018,CA,"Cities from 500,000 thru 999,999",32,31,42,51,1,4,0,0,98,43,3,7,0,0,156
2018,CA,"MSA counties 100,000 or over",17,32,36,43,0,3,0,6,64,36,7,12,0,0,128
2018,NJ,"Cities from 10,000 thru 24,999",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,FL,"Cities from 10,000 thru 24,999",2,0,0,3,0,0,0,0,1,4,0,0,0,0,5
2018,MI,"Cities from 25,000 thru 49,999",3,3,3,0,0,3,0,0,1,4,0,1,0,0,9
2018,MI,"MSA counties from 25,000 thru 99,999",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,MA,"Cities from 25,000 thru 49,999",0,2,6,6,0,0,0,0,2,10,0,2,0,0,14
2018,MO,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,NH,"Cities from 25,000 thru 49,999",0,8,1,4,0,0,0,0,3,9,1,0,0,0,13
2018,OR,"Cities from 100,000 thru 249,999",12,10,15,16,0,0,0,2,10,28,2,11,0,0,53
2018,CO,"Cities from 2,500 thru 9,999",1,3,0,0,0,0,0,0,3,1,0,0,0,0,4
2018,CA,"Cities from 100,000 thru 249,999",9,9,13,16,0,1,0,4,19,22,0,1,0,0,47
2018,AR,"MSA counties from 25,000 thru 99,999",1,4,7,8,0,0,0,1,11,4,1,3,0,0,20
2018,MI,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018,MA,"Cities from 2,500 thru 9,999",0,1,0,3,0,0,0,0,0,4,0,0,0,0,4
2018,MD,"Cities from 25,000 thru 49,999",1,2,5,5,0,0,0,0,0,13,0,0,0,0,13
2018,NC,"Cities from 25,000 thru 49,999",1,1,1,3,0,0,0,0,0,6,0,0,0,0,6
2018,OK,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2018,UT,"Cities from 100,000 thru 249,999",19,14,35,34,0,1,0,0,24,68,0,9,0,0,102
2018,SC,"MSA counties from 10,000 thru 24,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,KY,"Cities under 2,500",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2018,TX,"Cities from 100,000 thru 249,999",2,3,1,4,0,0,0,0,5,5,0,0,0,0,10
2018,TX,"Cities 1,000,000 or over",131,50,107,189,0,16,1,8,265,146,26,15,0,0,477
2018,CA,"Cities from 100,000 thru 249,999",22,17,51,49,0,6,1,4,36,76,5,11,0,0,139
2018,CA,"MSA counties 100,000 or over",59,67,111,125,0,15,0,3,86,247,2,9,0,0,362
2018,CA,"Cities under 2,500",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,CA,"Cities under 2,500",0,0,2,0,0,0,0,0,1,1,0,0,0,0,2
2018,CA,"Cities from 50,000 thru 99,999",3,3,8,1,0,0,0,0,7,3,1,4,0,0,15
2018,CA,"Cities 1,000,000 or over",61,70,58,79,0,2,0,5,127,120,3,11,0,0,268
2018,CA,"MSA counties 100,000 or over",29,32,61,78,0,0,0,3,101,86,1,9,0,0,200
2018,CA,"Cities under 2,500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,CA,"Cities from 25,000 thru 49,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,CA,"Cities from 10,000 thru 24,999",3,1,0,2,0,0,0,0,0,4,0,2,0,0,6
2018,CA,"Cities from 500,000 thru 999,999",42,52,86,84,0,1,0,0,21,183,8,51,0,0,264
2018,CA,"Cities under 2,500",1,0,2,1,0,0,0,0,2,2,0,0,0,0,4
2018,CA,"Cities from 25,000 thru 49,999",6,1,4,0,0,0,0,3,2,4,0,2,0,0,11
2018,CA,"Cities from 25,000 thru 49,999",1,1,0,1,0,0,0,0,0,3,0,0,0,0,3
2018,CA,"Cities 1,000,000 or over",59,60,102,106,3,13,0,8,74,189,5,35,0,0,327
2018,NM,"MSA counties from 25,000 thru 99,999",6,4,10,13,0,1,0,0,1,20,1,10,0,0,33
2018,TX,"Cities from 25,000 thru 49,999",0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
2018,WA,"Non-MSA counties from 10,000 thru 24,999",1,0,5,1,0,0,0,0,6,1,0,0,0,0,7
2018,CA,"Cities from 50,000 thru 99,999",2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2018,CA,"Cities from 25,000 thru 49,999",19,5,4,14,0,0,0,2,10,29,0,1,0,0,42
2018,CA,"MSA counties 100,000 or over",3,2,3,4,0,0,0,0,6,6,0,0,0,0,12
2018,CO,"Non-MSA counties under 10,000",0,0,2,0,0,0,0,0,2,0,0,0,0,0,2
2018,CA,"Cities from 50,000 thru 99,999",0,3,7,11,0,0,0,6,1,14,0,0,0,0,21
2018,TX,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,MA,"Cities from 10,000 thru 24,999",0,1,0,1,0,0,0,0,0,1,1,0,0,0,2
2018,NH,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,FL,"Cities from 50,000 thru 99,999",8,2,4,7,0,2,0,0,6,11,0,2,0,0,21
2018,ME,"Cities from 10,000 thru 24,999",0,1,3,1,0,0,0,0,1,4,0,0,0,0,5
2018,NC,"Cities from 25,000 thru 49,999",2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2018,CA,"Cities from 250,000 thru 499,999",17,23,17,28,0,1,0,0,22,40,5,17,0,0,85
2018,CA,"Cities from 50,000 thru 99,999",11,7,17,23,0,1,0,2,15,34,2,4,0,0,58
2018,CA,"MSA counties 100,000 or over",30,11,44,44,0,0,0,0,7,121,1,0,0,0,129
2018,CA,"Cities from 100,000 thru 249,999",10,3,5,8,0,0,0,0,5,11,0,10,0,0,26
2018,CA,"MSA counties from 25,000 thru 99,999",2,11,16,14,0,0,0,0,6,31,0,6,0,0,43
2018,NM,"Cities under 2,500",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,CA,"Cities under 2,500",4,10,10,5,0,0,0,0,6,23,0,0,0,0,29
2018,CA,"Cities from 100,000 thru 249,999",11,3,5,15,0,0,1,0,5,23,1,4,0,0,34
2018,CA,"Cities from 50,000 thru 99,999",9,9,20,24,0,0,0,0,3,53,1,5,0,0,62
2018,CA,"MSA counties 100,000 or over",7,10,7,14,0,1,0,0,1,28,3,5,0,0,38
2018,CA,"Cities from 50,000 thru 99,999",19,35,30,55,0,0,0,0,39,89,3,8,0,0,139
2018,CA,"Cities from 25,000 thru 49,999",0,1,3,1,0,0,0,1,1,3,0,0,0,0,5
2018,CA,"Cities from 100,000 thru 249,999",6,9,17,30,0,1,0,4,15,35,3,4,0,0,62
2018,FL,"MSA counties 100,000 or over",9,5,9,19,0,0,0,0,8,29,3,2,0,0,42
2018,CA,"Cities from 50,000 thru 99,999",5,2,5,4,0,0,0,0,6,10,0,0,0,0,16
2018,OK,"Cities from 10,000 thru 24,999",1,0,0,1,0,0,0,0,1,1,0,0,0,0,2
2018,AL,"Cities from 10,000 thru 24,999",0,1,1,1,0,0,0,0,3,0,0,0,0,0,3
2018,FL,"Cities from 50,000 thru 99,999",18,4,2,7,0,0,0,0,2,15,2,12,0,0,31
2018,FL,"MSA counties 100,000 or over",9,5,15,13,0,0,1,1,7,27,1,5,0,0,42
2018,CA,"Cities from 25,000 thru 49,999",1,2,0,0,0,0,0,0,0,1,0,2,0,0,3
2018,UT,"Cities from 25,000 thru 49,999",1,0,3,0,0,0,0,0,0,4,0,0,0,0,4
2018,ND,"Non-MSA counties under 10,000",1,0,0,2,0,0,0,0,2,0,1,0,0,0,3
2018,FL,"Cities from 10,000 thru 24,999",2,0,2,0,0,0,0,0,0,2,0,2,0,0,4
2018,MA,"Cities from 25,000 thru 49,999",1,2,8,2,0,0,0,0,5,7,1,0,0,0,13
2018,WI,"Non-MSA counties from 25,000 thru 99,999",6,5,1,8,0,0,0,0,2,16,0,2,0,0,20
2018,MI,"Cities from 10,000 thru 24,999",0,4,0,0,0,0,0,0,0,4,0,0,0,0,4
2018,TN,"Cities from 2,500 thru 9,999",0,0,1,2,0,0,0,0,1,1,0,1,0,0,3
2018,OK,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,OR,"Cities from 2,500 thru 9,999",2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2018,ME,"Cities from 10,000 thru 24,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2018,NY,"Cities from 50,000 thru 99,999",4,5,9,6,0,1,0,0,16,6,0,1,0,0,24
2018,TX,"Cities from 25,000 thru 49,999",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,NY,"Cities from 10,000 thru 24,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2018,MA,"Cities from 10,000 thru 24,999",2,1,0,2,0,0,0,0,0,4,1,0,0,0,5
2018,NC,"Non-MSA counties from 10,000 thru 24,999",0,1,1,2,0,1,0,0,0,3,0,0,0,0,4
2018,KY,"MSA counties from 10,000 thru 24,999",1,4,1,2,0,0,0,0,5,3,0,0,0,0,8
2018,TN,"Non-MSA counties from 10,000 thru 24,999",0,0,2,1,0,0,0,1,1,0,0,1,0,0,3
2018,TN,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,AZ,"Cities from 250,000 thru 499,999",8,13,15,26,0,6,0,0,34,21,1,0,0,0,62
2018,KY,"Cities from 2,500 thru 9,999",0,0,1,1,0,0,0,0,0,0,1,1,0,0,2
2018,MI,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,GA,"Non-MSA counties from 10,000 thru 24,999",2,2,1,1,0,0,0,0,0,5,0,1,0,0,6
2018,WA,"Cities from 25,000 thru 49,999",0,1,2,0,0,0,0,0,1,1,0,1,0,0,3
2018,NH,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2018,TX,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2018,TX,"Cities from 2,500 thru 9,999",0,0,1,1,0,0,0,0,0,1,1,0,0,0,2
2018,MD,"Cities from 2,500 thru 9,999",2,0,1,0,0,0,0,0,0,3,0,0,0,0,3
